state,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,income,education
North Carolina,0.0045662100456621,0.010273972602739725,0.02511415525114155,0.0821917808219178,0.005707762557077625,0.003424657534246575,0.07648401826484018,0.0045662100456621,0.09360730593607305,0.0045662100456621,0.017123287671232876,0.00684931506849315,0.0273972602739726,0.0091324200913242,0.03767123287671233,0.01141552511415525,0.0045662100456621,0.0136986301369863,0.001141552511415525,0.0365296803652968,0.017123287671232876,0.005707762557077625,0.010273972602739725,0.030821917808219176,0.00228310502283105,0.001141552511415525,0.0045662100456621,0.0,0.00684931506849315,0.003424657534246575,0.017123287671232876,0.0228310502283105,0.0091324200913242,0.01141552511415525,0.01141552511415525,0.0045662100456621,0.003424657534246575,0.0136986301369863,0.007990867579908675,0.003424657534246575,0.02054794520547945,0.0136986301369863,0.00228310502283105,0.0,0.00228310502283105,0.0045662100456621,0.1815068493150685,0.003424657534246575,0.005707762557077625,0.00684931506849315,0.003424657534246575,0.0,0.0,0.06164383561643835,0.00228310502283105,0.0,0.00684931506849315,0.001141552511415525,0.003424657534246575,0.001141552511415525,0.0,0.0,0.001141552511415525,0.0,0.001141552511415525,0.001141552511415525,0.0,0.005707762557077625,0.0045662100456621,0.001141552511415525,0.001141552511415525,0.0,0.0,0.0,0.0,0.0,73958.0,37.1
Ohio,0.012195121951219513,0.0022172949002217295,0.03991130820399113,0.017738359201773836,0.0066518847006651885,0.0066518847006651885,0.05543237250554324,0.0022172949002217295,0.02106430155210643,0.0033259423503325942,0.008869179600886918,0.004434589800443459,0.013303769401330377,0.004434589800443459,0.013303769401330377,0.028824833702882482,0.09534368070953436,0.008869179600886918,0.005543237250554324,0.009977827050997782,0.01662971175166297,0.014412416851441241,0.12416851441241686,0.007760532150776054,0.015521064301552107,0.0022172949002217295,0.025498891352549888,0.0,0.012195121951219513,0.007760532150776054,0.011086474501108648,0.0033259423503325942,0.011086474501108648,0.01662971175166297,0.007760532150776054,0.015521064301552107,0.03215077605321508,0.011086474501108648,0.0066518847006651885,0.018847006651884702,0.0022172949002217295,0.004434589800443459,0.0011086474501108647,0.0011086474501108647,0.009977827050997782,0.005543237250554324,0.0011086474501108647,0.008869179600886918,0.009977827050997782,0.0033259423503325942,0.0011086474501108647,0.0,0.0,0.004434589800443459,0.0033259423503325942,0.0011086474501108647,0.01662971175166297,0.0011086474501108647,0.0033259423503325942,0.12305986696230599,0.0011086474501108647,0.0011086474501108647,0.0,0.0,0.018847006651884702,0.004434589800443459,0.0033259423503325942,0.005543237250554324,0.008869179600886918,0.0011086474501108647,0.02993348115299335,0.0011086474501108647,0.0011086474501108647,0.0,0.0,0.0011086474501108647,72212.0,32.4
Oklahoma,0.025,0.0,0.025,0.05,0.025,0.0,0.0,0.0,0.025,0.0,0.025,0.0,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.025,0.025,0.025,0.05,0.025,0.025,0.025,0.0,0.0,0.0,0.0,0.05,0.05,0.075,0.025,0.0,0.05,0.0,0.05,0.025,0.05,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.075,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66148.0,29.3
Oregon,0.014619883040935672,0.0029239766081871343,0.10818713450292397,0.023391812865497075,0.21052631578947367,0.0029239766081871343,0.014619883040935672,0.0029239766081871343,0.014619883040935672,0.0029239766081871343,0.0029239766081871343,0.0,0.03508771929824561,0.0029239766081871343,0.011695906432748537,0.005847953216374269,0.011695906432748537,0.008771929824561403,0.0,0.0029239766081871343,0.05847953216374269,0.014619883040935672,0.017543859649122806,0.011695906432748537,0.02631578947368421,0.06725146198830409,0.0,0.0,0.005847953216374269,0.0029239766081871343,0.017543859649122806,0.014619883040935672,0.029239766081871343,0.03508771929824561,0.011695906432748537,0.02631578947368421,0.0029239766081871343,0.008771929824561403,0.005847953216374269,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.005847953216374269,0.0029239766081871343,0.0029239766081871343,0.0,0.005847953216374269,0.0029239766081871343,0.023391812865497075,0.0,0.011695906432748537,0.0,0.0,0.005847953216374269,0.0029239766081871343,0.0,0.0,0.008771929824561403,0.0029239766081871343,0.0029239766081871343,0.0,0.02046783625730994,0.005847953216374269,0.0,0.0,0.0029239766081871343,0.0029239766081871343,0.0029239766081871343,0.0,0.005847953216374269,0.0,0.017543859649122806,0.0,85220.0,37.8
Pennsylvania,0.7049976862563628,0.004396112910689496,0.006247107820453493,0.006941230911614993,0.003007866728366497,0.00046274872744099955,0.00925497454881999,0.002776492364645997,0.007866728366496992,0.0006941230911614993,0.048588616381304954,0.00046274872744099955,0.0071726052753354926,0.003007866728366497,0.012494215640906987,0.0071726052753354926,0.0,0.0041647385469689956,0.0009254974548819991,0.0023137436372049976,0.002776492364645997,0.0011568718186024988,0.0016196205460434984,0.005784359093012495,0.0025451180009254974,0.0009254974548819991,0.003007866728366497,0.0,0.0009254974548819991,0.0009254974548819991,0.0025451180009254974,0.0041647385469689956,0.004627487274409995,0.005321610365571495,0.005784359093012495,0.002776492364645997,0.00046274872744099955,0.0025451180009254974,0.0009254974548819991,0.006709856547894493,0.007866728366496992,0.0018509949097639982,0.00046274872744099955,0.04627487274409996,0.00023137436372049977,0.003007866728366497,0.0006941230911614993,0.0013882461823229986,0.0009254974548819991,0.00994909763998149,0.00046274872744099955,0.00023137436372049977,0.0,0.002776492364645997,0.023600185099490977,0.0,0.00046274872744099955,0.0025451180009254974,0.0016196205460434984,0.0,0.0,0.00046274872744099955,0.0,0.00023137436372049977,0.00046274872744099955,0.0025451180009254974,0.0,0.0006941230911614993,0.0023137436372049976,0.00023137436372049977,0.0,0.00023137436372049977,0.0,0.0,0.0,0.0,77545.0,36.4
South Carolina,0.007894736842105263,0.005263157894736842,0.04736842105263158,0.15526315789473685,0.002631578947368421,0.005263157894736842,0.11578947368421053,0.005263157894736842,0.010526315789473684,0.005263157894736842,0.07368421052631578,0.005263157894736842,0.11842105263157894,0.010526315789473684,0.02368421052631579,0.039473684210526314,0.02368421052631579,0.010526315789473684,0.007894736842105263,0.02631578947368421,0.015789473684210527,0.018421052631578946,0.03684210526315789,0.002631578947368421,0.002631578947368421,0.0,0.0,0.0,0.018421052631578946,0.013157894736842105,0.002631578947368421,0.005263157894736842,0.0,0.015789473684210527,0.005263157894736842,0.0,0.005263157894736842,0.013157894736842105,0.02894736842105263,0.015789473684210527,0.013157894736842105,0.0,0.0,0.0,0.002631578947368421,0.013157894736842105,0.0,0.002631578947368421,0.013157894736842105,0.002631578947368421,0.0,0.0,0.002631578947368421,0.002631578947368421,0.0,0.0,0.015789473684210527,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.002631578947368421,0.002631578947368421,0.0,0.002631578947368421,0.002631578947368421,0.002631578947368421,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,72350.0,33.3
Tennessee,0.0223463687150838,0.00558659217877095,0.027932960893854747,0.09497206703910614,0.0,0.00558659217877095,0.05027932960893855,0.0,0.01675977653631285,0.0,0.09497206703910614,0.0446927374301676,0.07262569832402235,0.00558659217877095,0.05027932960893855,0.0,0.0223463687150838,0.0111731843575419,0.01675977653631285,0.0223463687150838,0.0111731843575419,0.0223463687150838,0.0335195530726257,0.0223463687150838,0.0,0.0,0.00558659217877095,0.0,0.0,0.0,0.0111731843575419,0.00558659217877095,0.0335195530726257,0.027932960893854747,0.09497206703910614,0.01675977653631285,0.0,0.00558659217877095,0.027932960893854747,0.0111731843575419,0.0,0.00558659217877095,0.0,0.0,0.0,0.0223463687150838,0.0,0.0,0.0,0.00558659217877095,0.0335195530726257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223463687150838,0.0,0.00558659217877095,0.0,0.00558659217877095,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.0,71997.0,32.4
Texas,0.009572072072072071,0.002815315315315315,0.019144144144144143,0.02364864864864865,0.019707207207207207,0.0011261261261261261,0.1097972972972973,0.0016891891891891893,0.05574324324324324,0.0022522522522522522,0.1204954954954955,0.0022522522522522522,0.010698198198198198,0.0045045045045045045,0.02927927927927928,0.009009009009009009,0.03209459459459459,0.009572072072072071,0.0011261261261261261,0.04222972972972973,0.015202702702702704,0.009572072072072071,0.015765765765765764,0.038288288288288286,0.026463963963963964,0.002815315315315315,0.003941441441441441,0.0005630630630630631,0.028716216216216218,0.0022522522522522522,0.015765765765765764,0.013513513513513514,0.016891891891891893,0.021396396396396396,0.016891891891891893,0.014076576576576577,0.0016891891891891893,0.009009009009009009,0.00563063063063063,0.01632882882882883,0.009009009009009009,0.0016891891891891893,0.002815315315315315,0.0,0.0990990990990991,0.00731981981981982,0.0022522522522522522,0.00563063063063063,0.020833333333333332,0.002815315315315315,0.0022522522522522522,0.0005630630630630631,0.0,0.005067567567567568,0.011824324324324325,0.0,0.00563063063063063,0.0011261261261261261,0.008445945945945946,0.0,0.0005630630630630631,0.0005630630630630631,0.0022522522522522522,0.0005630630630630631,0.00563063063063063,0.0011261261261261261,0.0005630630630630631,0.005067567567567568,0.0033783783783783786,0.009009009009009009,0.0005630630630630631,0.0005630630630630631,0.0,0.0,0.0022522522522522522,0.0,79721.0,35.2
Utah,0.006993006993006993,0.0,0.02097902097902098,0.04895104895104895,0.15384615384615385,0.006993006993006993,0.055944055944055944,0.006993006993006993,0.03496503496503497,0.0,0.0,0.0,0.0,0.0,0.03496503496503497,0.0,0.013986013986013986,0.006993006993006993,0.006993006993006993,0.027972027972027972,0.03496503496503497,0.013986013986013986,0.006993006993006993,0.02097902097902098,0.013986013986013986,0.04195804195804196,0.0,0.0,0.0,0.0,0.03496503496503497,0.013986013986013986,0.027972027972027972,0.006993006993006993,0.006993006993006993,0.03496503496503497,0.0,0.055944055944055944,0.02097902097902098,0.013986013986013986,0.027972027972027972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02097902097902098,0.013986013986013986,0.013986013986013986,0.027972027972027972,0.0,0.013986013986013986,0.0,0.0,0.006993006993006993,0.0,0.02097902097902098,0.0,0.013986013986013986,0.0,0.0,0.0,0.013986013986013986,0.0,0.0,0.0,0.013986013986013986,0.006993006993006993,0.006993006993006993,0.0,0.02097902097902098,0.0,0.0,0.0,96658.0,39.1
Virginia,0.001567398119122257,0.003918495297805642,0.039968652037617555,0.2774294670846395,0.029780564263322883,0.011755485893416929,0.02115987460815047,0.003918495297805642,0.10893416927899686,0.008620689655172414,0.025078369905956112,0.001567398119122257,0.023510971786833857,0.008620689655172414,0.0219435736677116,0.001567398119122257,0.0109717868338558,0.028996865203761754,0.0007836990595611285,0.0219435736677116,0.012539184952978056,0.016457680250783698,0.02037617554858934,0.018808777429467086,0.024294670846394983,0.007053291536050157,0.0023510971786833857,0.004702194357366771,0.003918495297805642,0.006269592476489028,0.014106583072100314,0.009404388714733543,0.009404388714733543,0.018025078369905956,0.016457680250783698,0.01018808777429467,0.003134796238244514,0.0023510971786833857,0.006269592476489028,0.006269592476489028,0.004702194357366771,0.029780564263322883,0.006269592476489028,0.001567398119122257,0.0023510971786833857,0.0054858934169279,0.0,0.0023510971786833857,0.0023510971786833857,0.007836990595611285,0.02037617554858934,0.004702194357366771,0.0,0.003134796238244514,0.003134796238244514,0.0,0.007053291536050157,0.0007836990595611285,0.006269592476489028,0.0,0.004702194357366771,0.0,0.0023510971786833857,0.0007836990595611285,0.0023510971786833857,0.003918495297805642,0.0,0.003918495297805642,0.003918495297805642,0.0007836990595611285,0.0,0.003134796238244514,0.0007836990595611285,0.0,0.0,0.0007836990595611285,92090.0,43.3
Washington,0.010294117647058823,0.0014705882352941176,0.057352941176470586,0.016176470588235296,0.20294117647058824,0.004411764705882353,0.03529411764705882,0.0029411764705882353,0.045588235294117645,0.0029411764705882353,0.0014705882352941176,0.0,0.025,0.06470588235294118,0.007352941176470588,0.0058823529411764705,0.023529411764705882,0.004411764705882353,0.0,0.041176470588235294,0.010294117647058823,0.016176470588235296,0.007352941176470588,0.052941176470588235,0.013235294117647059,0.047058823529411764,0.011764705882352941,0.0,0.0029411764705882353,0.0,0.025,0.016176470588235296,0.020588235294117647,0.011764705882352941,0.007352941176470588,0.01764705882352941,0.0029411764705882353,0.011764705882352941,0.008823529411764706,0.0058823529411764705,0.007352941176470588,0.004411764705882353,0.007352941176470588,0.0,0.0,0.026470588235294117,0.0,0.0058823529411764705,0.0014705882352941176,0.004411764705882353,0.0,0.013235294117647059,0.0,0.0058823529411764705,0.0014705882352941176,0.0,0.004411764705882353,0.0,0.008823529411764706,0.0014705882352941176,0.026470588235294117,0.0,0.0029411764705882353,0.0,0.0058823529411764705,0.0,0.0,0.0014705882352941176,0.0029411764705882353,0.0,0.0,0.0,0.011764705882352941,0.0,0.013235294117647059,0.0,99389.0,41.0
Wisconsin,0.012844036697247707,0.0,0.03486238532110092,0.012844036697247707,0.001834862385321101,0.001834862385321101,0.060550458715596334,0.005504587155963303,0.014678899082568808,0.001834862385321101,0.01834862385321101,0.003669724770642202,0.001834862385321101,0.009174311926605505,0.012844036697247707,0.044036697247706424,0.003669724770642202,0.012844036697247707,0.003669724770642202,0.027522935779816515,0.3339449541284404,0.007339449541284404,0.003669724770642202,0.001834862385321101,0.007339449541284404,0.0,0.0,0.0,0.001834862385321101,0.001834862385321101,0.003669724770642202,0.029357798165137616,0.012844036697247707,0.02018348623853211,0.001834862385321101,0.003669724770642202,0.13577981651376148,0.007339449541284404,0.007339449541284404,0.001834862385321101,0.007339449541284404,0.007339449541284404,0.0,0.0,0.0,0.014678899082568808,0.005504587155963303,0.001834862385321101,0.005504587155963303,0.022018348623853212,0.001834862385321101,0.0,0.0,0.001834862385321101,0.0,0.0,0.001834862385321101,0.0,0.003669724770642202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047706422018348627,0.011009174311926606,0.0,0.0,0.001834862385321101,0.0,0.0,0.0,0.0,77488.0,34.6
